Fips_code,PM2.5 24hr 2012 99th Percentile,SO2 1-hour 2010,Ozone 1-hour 1979,NO2 1-hour,Coal_plants,Power_plants,Airports,Public_Schools,Private_Schools,Hospitals,Fuel_Stations,Land_area(mi^2),Population,Number_of_resident_workers,Number_of_business_establishments,Route_miles_of_freight_railroad,Route_miles_of_passenger_railroad_and_rail_transit,Total_Docks,Number_of_Bridges
51003,1,0,0,0,0,0,8,28,12,4,1,1297.41,55062,27595,1969,76.3,64.7,0,468
51013,1,0,0,0,0,0,2,39,13,1,28,1478.49,31605,14480,574,40.1,19.3,0,170
51035,1,0,0,0,0,0,6,13,1,0,1,609.2,54885,26050,1160,98.9,18.7,0,144
51036,1,0,0,0,0,0,6,2,0,0,0,757.79,30725,14600,390,25.1,25.1,0,102
51041,1,0,0,0,1,0,7,69,15,4,10,742.28,6963,3255,150,3.9,3.9,2,22
51059,1,0,0,0,0,0,71,221,107,7,53,1175.5,28544,12640,356,40.2,9.8,0,139
51069,1,0,0,0,0,0,7,19,7,0,2,766.33,27270,11750,395,24.3,0,0,54
51087,1,0,0,0,0,0,9,83,23,5,17,693.27,33911,14050,707,57.3,0,0,161
51107,1,0,0,0,0,0,8,96,36,4,23,473.93,10603,4470,470,0,0,0,8
51113,1,0,0,0,0,0,3,4,2,0,0,967,37591,15605,581,41.1,2.4,0,93
51121,1,0,0,0,0,0,3,23,6,2,7,541.2,30587,12225,790,24.3,0,0,160
51161,1,0,0,0,0,0,6,25,5,1,0,390.97,7370,3455,211,0,0,0,87
51165,1,0,0,0,0,0,7,22,8,1,3,380.42,94186,44840,2029,34.7,4.9,0,179
51179,1,0,0,0,0,0,4,34,7,1,9,442.18,17631,7660,217,32.3,8.3,0,135
51510,1,0,0,0,0,0,6,19,14,1,9,315.14,28684,12525,685,29.3,0,0,184
51520,1,0,0,0,0,0,4,9,2,2,1,179.64,68280,32670,1462,9.2,3.3,4,46
51650,1,0,0,0,0,0,4,36,8,3,3,209.73,29036,13740,1401,2.2,2.2,0,17
51670,1,0,0,0,0,0,0,7,3,2,1,191.3,134510,64325,2347,4.2,0,5,82
51680,1,0,0,0,0,0,2,22,8,3,8,340.78,22529,9310,413,11.8,0,0,10
51710,1,0,0,0,0,0,6,59,25,7,7,349.96,12554,5285,539,5,0,0,10
51760,1,0,0,0,0,0,8,60,26,7,41,250.52,94398,43325,1649,23.5,0,10,50
51770,1,0,0,0,0,0,4,29,6,2,8,597.56,18249,6955,312,6,0,0,2
51775,1,0,0,0,0,0,0,8,1,2,3,849.09,230436,104500,6176,51,15.5,2,182
51810,1,0,0,0,0,0,8,91,43,4,20,508.78,24932,11225,767,9.1,4.6,0,7
51840,1,0,0,0,0,0,0,8,2,2,6,401.5,22630,9780,622,10.5,3.5,0,22
53001,1,0,0,0,0,0,17,15,1,2,0,268.96,14954,5765,530,3.6,3.6,0,9
53003,1,0,0,0,0,0,3,11,2,1,0,278.95,28078,12540,1372,7.5,0,0,7
53005,1,0,0,0,0,1,9,64,9,4,7,490.22,19983,7710,358,126.9,57.4,0,192
53007,1,1.2,0,0,0,0,11,39,6,4,27,518.85,22582,9400,449,0,0,0,27
53009,1,0.2,0.043,0,0,0,21,30,4,2,2,213.47,204390,82500,4530,158.8,64.9,1,168
53011,2,0,0,0,0,0,22,139,20,4,18,560.98,77200,32420,2604,112.4,63.7,0,140
53013,1,0,0,0,0,0,4,4,0,1,0,229.38,77331,27440,2084,0,0,15,144
53015,1,0,0,0,0,0,6,45,5,2,3,403.19,488241,203035,11114,76,54.9,7,212
53021,1,0,0,0,0,0,15,36,4,1,5,15.03,43429,17870,777,15.3,15.3,0,42
53023,1,0,0,0,0,0,0,2,0,1,0,6.88,7627,2340,147,54.1,0,0,50
53025,1,0,0,0,0,0,9,56,5,4,7,13.01,95222,36850,1590,65.5,43.8,1,136
53027,1,0,0,0,0,0,14,41,3,4,0,6.7,2225,865,47,0,0,0,54
53031,1,0,0,0,0,0,9,15,4,1,12,340.8,75061,25940,1628,59.2,0,5,339
53033,1,2.5,0.044,46.8,0,0,80,522,196,32,273,7.52,85141,35690,1810,0,0,1,7
53035,1,0,0,0,0,0,13,78,20,4,27,5.47,32221,11345,1074,0,0,5,92
53037,2,0,0,0,0,0,10,19,2,1,5,42.93,2252782,1086505,69279,193.3,73.8,64,1193
53039,1,0,0,0,0,0,11,22,3,2,0,6.89,271473,118650,5928,24.6,0,0,118
53041,1,0,0,0,1,0,14,45,2,2,1,6.24,47935,19510,1266,72.5,0,0,298
53045,1,0,0,0,0,0,4,21,2,1,6,8.21,80707,28670,1892,76.1,45,0,402
53047,2,0,0,0,0,0,11,34,5,3,10,10.44,10939,4130,246,154.9,81.6,0,177
53053,2,0,0,37.3,0,0,26,281,35,11,66,17.42,22471,6945,573,0,0,2,116
53057,1,1.1,0,0,0,0,14,51,7,3,10,2.5,904980,381955,18088,178.3,64.1,18,468
53061,2,0,0,0,0,0,25,229,39,8,48,9.88,129205,51905,3560,56.3,26.8,10,245
53063,1,0,0,0,0,0,30,176,39,10,31,2.53,12083,4555,202,40.6,40.6,0,123
53065,2,0,0,0,0,0,16,41,4,2,4,10.96,822083,374585,18827,113.6,89.4,14,487
53067,1,0,0,0,0,0,32,82,17,2,27,68.71,522798,213480,13224,254.3,85.3,0,306
53071,1,0,0,0,0,0,9,29,8,3,5,7.48,290536,121300,6233,88.5,25.2,0,196
53073,1,106.3,0,0,0,0,14,76,20,2,16,22.93,4488,1205,76,0,0,1,36
53075,1,0,0,0,0,0,9,26,3,2,6,15.32,60760,25925,1385,151.1,0,2,186
53077,2,0,0,0,0,0,13,113,16,4,12,33.65,229247,98325,6698,88.7,35.6,17,353
54003,1,0,0.05,0,0,0,8,34,4,2,4,59.81,250873,100450,4765,115.4,0,0,550
54009,1,2,0,0,0,0,3,15,0,2,1,19.98,21457,6845,260,115.3,0,0,132
54011,1,0,0.05,0,0,0,9,29,5,6,7,400.17,13957,5305,249,30.3,0,0,149
54025,1,0,0.057,0,0,0,5,16,3,1,2,636.21,7823,2655,115,0,0,0,108
54039,1,4.4,0.055,0,0,0,11,70,10,8,9,1819.26,28576,10800,482,28.8,0,0,190
54053,1,20,0,0,1,0,2,12,2,1,0,1803.7,56072,24945,1174,37.3,0,0,191
54057,1,2.3,0,0,0,0,3,15,0,1,1,394.94,26516,8890,332,74.3,0,3,131
54061,1,5,0.054,0,2,0,3,19,8,3,6,1871.31,26868,10795,447,30.2,7.5,0,63
54107,1,14,0.049,0,0,0,4,31,5,2,4,501.54,15065,5470,332,47.9,0,0,106
56001,1,0,0.057,0,0,0,9,19,0,1,1,1014.07,171907,85825,3627,66.4,0,0,264
56005,1,0,0,0,3,0,9,25,3,1,4,583.96,38880,20510,1046,106.2,0,0,125
56009,1,6.6,0,0,1,0,7,15,0,1,0,762.58,46341,25595,1475,201.8,0,0,148
56023,1,0,0,0,1,0,10,14,0,2,1,451.69,8445,4170,484,0,0,0,205
56035,1,0,0.057,0,0,0,4,8,0,0,3,1399.35,8393,3995,275,105.2,0,0,161
56037,1,0,0,0,1,0,3,29,2,2,8,455.6,30485,14240,1226,108.6,0,0,175
56039,1,0,0.056,8,0,0,10,11,4,1,18,357.61,9831,5385,424,0,0,0,99
56041,1,0,0,0,0,0,3,13,0,2,2,241.4,42343,22595,1248,220.7,0,0,195
