Fips_code,PM2.5 24hr 2012,SO2 24-hour 1971,Ozone 8-hour 2015,NO2 1-hour,Coal_Plants,Power_Plants,Airports,Public_Schools,Private Schools,Hospitals,Fuel_Stations,Land_area(mi^2),Population,Number_of_resident_workers,Number_of_business_establishments,Route_miles_of_freight_railroad,Route_miles_of_passenger_railroad_and_rail_transit,Total_Docks,Number_of_Bridges
39013,8.033333,0.016484,0,15.40659,0,0,0.001600897,0.01227354,0.003735425,4,0,1873.95,45656,22750,968,52,0,0,341
39017,9.64,0.766439,0.035067,0,0,0,0.005071876,0.031155808,0.00688326,9,5,2760.32,43432,18690,535,20,0,1,264
39023,6.820101,0.283516,0.036983,0,0,0,0.00519138,0.025956901,0.004153104,4,8,1926.27,38885,17675,577,41.3,0,0,200
39035,9.180989,0.576984,0.033877,18.05618,0,0,0.025276994,0.316804988,0.087626912,29,52,1186.85,41494,17955,802,82.1,0,0,232
39049,8.599074,0.023256,0.03485,17.97213,0,0,0.025592045,0.342750596,0.070378122,27,88,1094.09,28525,12225,598,40.2,0,0,244
39061,9.062259,0.46179,0.034331,24.49178,0.00116016,0,0.020882882,0.23087186,0.10905505,23,48,861.95,38875,16145,861,13.3,0,0,356
39067,5.52,0,0,0,0,0,0.000786751,0.003933756,0,1,1,1271.05,31365,13545,450,56.3,0,0,264
39081,10.65852,0.290609,0.034966,0,0.003971406,0,0.007942812,0.045671168,0.003971406,4,0,503.6,32413,12830,624,41.4,0,0,261
39085,7.445,0.898608,0.036866,0,0,0.00187924,0.00187924,0.108995922,0.02255088,3,10,532.13,62322,27285,1098,11.1,0,0,284
39087,6.105,0.025,0,0,0,0,0.002040733,0.051018326,0.004081466,1,2,490.02,230149,115685,5980,77.1,28.4,1,213
39093,7.384105,0,0,0,0.002332797,0,0.034991952,0.214617305,0.039657545,8,11,428.67,45672,20585,845,52.6,0,0,289
39095,9.461404,0.065,0,0,0,0,0.027675045,0.362291494,0.070445568,14,31,397.47,309833,136655,5623,138,27.1,1,379
39099,8.516667,1.306667,0,0,0,0,0.029362827,0.183517667,0.031809729,10,6,408.68,44731,18010,683,27.3,0,0,190
39103,7.313996,0,0.038296,0,0,0,0.019506659,0.076253303,0.014186661,3,1,563.91,65093,25325,1137,77.3,0,0,237
39113,9.340843,0,0.0368,0,0,0,0.045136538,0.363349131,0.076732115,17,52,443.1,13654,5370,251,11.3,0,3,179
39133,6.655,0,0.035267,0,0,0,0.019708802,0.128107216,0.009854401,1,10,405.91,27772,9820,415,44.2,0,0,247
39135,8.083544,0.287778,0.031611,0,0,0,0.00564589,0.031993375,0,0,3,531.36,162466,78980,3044,69.2,21.2,0,224
39145,6.075,0.615,0,0,0,0,0.007120478,0.078325263,0.004746986,2,1,421.32,58518,27815,1336,59.7,0,0,311
39151,8.174052,0,0.037889,0,0,0,0.042826552,0.256959315,0.068998335,8,13,420.3,48590,23700,968,55.4,0,0,281
39153,7.826511,0.111539,0.034083,0,0,0,0.026938995,0.367349938,0.102857983,14,35,408.33,370606,173775,8162,152,5.8,0,426
39155,7.766397,0,0,0,0,0,0.020932844,0.135111991,0.043768673,6,9,525.49,541013,255805,13381,105.3,29.3,0,572
40019,7.030337,0,0.037467,0,0,0,0.047073592,0.109838381,0.007845599,2,1,254.92,148306,63930,2723,75.2,0,0,473
40027,7.644444,0,0.036067,0,0,0,0.052239484,0.161261016,0.022712819,6,13,440.28,2137,1055,75,72.2,0,0,89
40031,6.076404,0,0.037621,0,0,0,0.049514288,0.113175516,0.00707347,5,7,424.12,5495,2180,83,0,0,0,150
40043,5.947191,0,0.0366,0,0,0,0.005444448,0.016333345,0,1,2,551.02,43009,15360,749,0,0,0,162
40071,7.282022,0.45375,0,0,0,0,0.012288937,0.054071325,0.004915575,2,1,406.87,11085,3830,184,25.8,0,0,157
40109,7.891805,0.007595,0.038431,18.35552,0,0,0.034149865,0.316542983,0.042030604,32,99,761.35,11993,3845,158,8.8,0,0,228
40121,7.332184,0,0.036966,0,0,0,0.00094476,0.032121836,0.00188952,2,6,1058.47,81784,35325,1855,13.8,0,0,390
40135,5.780645,0,0,0,0,0,0.006938181,0.04336363,0,1,4,576.52,24258,9210,449,28.9,0,0,336
40143,7.757865,0.070117,0.035717,16.62603,0,0,0.029551747,0.284629981,0.057548138,24,72,642.94,7250,3085,133,58.2,0,0,286
40147,7.498305,0,0.040481,0,0,0,0,0.022267747,0.003340162,1,3,898.16,81289,34775,945,74.7,0,1,253
41039,7.984,0,0,0,0,0,0.030670367,0.166496276,0.040893822,6,23,684.7,7869,2860,201,15.3,0,0,89
42003,9.587809,1.049729,0.034374,17.57076,1.04E-05,0,0.000500062,0.003021211,0.001239738,32,90,95988.01,103009,49600,1974,52,0,0,242
44003,4.896774,0,0,0,0,0,0.012153833,0.079868044,0.020835142,1,9,575.95,48479,24205,1269,0,0,0,8
44007,6.580043,0.225806,0.033133,28.57903,0,0,0.003627438,0.241829196,0.061666445,15,47,827.03,82082,42660,2760,0,0,2,40
44009,3.748387,0,0,0,0,0,0.007663657,0.059776528,0.012261852,2,7,652.43,638931,295505,15985,39.6,12.1,7,473
45019,6.574811,0.211539,0.040633,11.19643,0,0,0.016354932,0.130839454,0.055012043,12,22,672.58,14553,6220,233,35.1,0,0,66
45025,5.912903,0,0.039967,0,0,0,0.016561775,0.033123551,0.012421332,1,1,483.04,32244,12360,542,75.8,0,0,191
45037,6.493333,0,0.0378,0,0,0,0.005504991,0.020184968,0.001834997,1,1,544.96,162809,68990,2361,42.7,0,0,202
45041,6.663333,0,0,0,0,0,0.003852921,0.052656589,0.012843071,6,9,778.63,22347,8605,320,68.5,4.9,0,143
45045,6.600156,0.045122,0.0389,19.06098,0,0,0.015823227,0.09959325,0.0381619,12,34,1074.37,62680,23325,1826,43.4,0,1,114
45063,5.969513,0.185714,0,0,0,0,0.009731887,0.069096394,0.010705075,3,10,1027.55,16828,5860,189,10.7,0,0,94
45079,6.305069,0.081869,0.035307,9.213483,0.003037298,0,0.021261086,0.318916292,0.085044345,17,35,329.24,126884,50900,2037,26.9,26.6,0,274
45083,6.764594,0,0.036172,0,0,0,0.008155276,0.173299625,0.02242701,6,36,490.48,20473,8400,246,14.4,0,0,126
47065,7.310989,0,0.035717,0,0,0.000477578,0.0042982,0.037251063,0.01671522,13,40,2093.9,13427,4310,149,0,0,0,85
47093,6.102614,0,0.032733,0,0,0,0.030446034,0.228345258,0.096412442,11,25,394.14,54495,22550,704,23.6,0,0,122
48027,6.229032,0,0,10.97742,0,0,0.045961163,0.231720863,0.019150485,10,15,522.18,3509,1425,104,0,0,0,61
48029,6.598157,0.155819,0,15.63739,0.001835772,0,0.132175573,1.040882639,0.130339801,47,81,544.73,32565,10090,479,0,0,0,131
48037,6.915,0,0,0,0,0,0.011502715,0.119628232,0.006901629,6,0,434.68,654,280,9,0,0,0,52
48043,2.7,0,0.038069,0,0,0,0.022178481,0.016633861,0.00277231,1,2,360.71,374264,155870,5667,105.1,0,21,602
48061,7.456724,0,0.032233,0,0,0,0.036287981,0.44997097,0.036287981,11,5,413.36,21290,9575,443,26,0,16,101
48121,5.56129,0,0,16.49667,0,0,0.086006345,0.334155798,0.040888262,20,54,709.25,18546,8350,394,22.2,0,0,27
48135,4.808475,0,0,0,0,0,0.006666667,0.053333333,0.007777778,5,4,900,11157,3980,153,45.1,0,0,17
48215,6.777419,0,0.031633,0,0,0,0.012198909,0.392583063,0.024397818,17,10,901.72,3819,1885,144,31.7,0,0,196
48245,6.437096,0.391398,0.030759,12.60323,0,0,0.017035775,0.120670074,0.009937535,15,12,704.4,35529,12435,605,86.3,0,0,169
48273,5.135714,0,0,0,0,0,0.007317966,0.058543725,0.010976948,1,1,273.3,272,165,,0,0,0,45
48303,3.892982,0,0,0,0,0,0.018311874,0.12360515,0.012589413,11,14,873.75,21795,7055,461,20.1,0,0,84
48323,4.2,0,0,0,0,0,0.003380586,0.027044691,0.002253724,1,0,887.42,4274,2110,146,0,0,0,118
48355,5.112903,0.36086,0.032439,0,0,0,0.018127107,0.114200776,0.016314397,15,12,1103.32,13595,4385,125,24.2,0,0,157
48361,6.47037,2.388889,0.029276,12.05807,0,0,0.001470523,0.018381542,0.001470523,1,3,1360.06,9836,4745,349,0,0,0,32
48375,3.443333,0.545043,0,0,0.001031236,0,0.005156181,0.051561807,0.004124945,9,3,969.71,15823,6155,329,77.5,8.5,0,469
48439,7.219933,0,0,21.6009,0,0,0.075275101,0.580410645,0.085179719,57,102,1009.63,3776,1710,127,0,0,0,92
48453,7.28871,0.125926,0,20.0657,0,0,0.060937812,0.317296883,0.063039116,30,176,951.79,32750,13750,630,45.6,0,0,159
48479,6.840741,0,0.029182,0,0,0,0.00189726,0.034530125,0.002276712,6,7,2635.38,11998,4710,300,50.9,0,0,54
49005,8.313292,0,0.040125,13.85083,0,0,0.006511476,0.04992132,0.002170492,2,15,921.45,6710,2750,164,34.5,0,0,53
49011,5.105769,0,0.037608,25.96281,0,0,0.006691052,0.121554108,0.010036578,6,16,896.72,20463,8805,489,92.3,33.7,0,73
49013,7.232967,0,0.046261,13.92833,0,0,0.004331583,0.014077644,0.001082896,2,0,923.45,950,280,26,0,0,0,12
49021,3.064835,0,0.039754,18.5525,0,0,0.015053091,0.022000672,0.00231586,1,3,863.61,5051,2060,170,0,0,0,92
49035,5.831992,0.273955,0.036355,32.28688,0,0,0.032316704,0.319127449,0.054534437,25,106,990.2,1479,595,26,0,0,0,18
49045,4.338983,0,0.040683,9.153333,0,0,0.005154805,0.01933052,0.001288701,1,2,1551.95,21620,8445,522,0,0,0,160
49047,5.542149,0,0.041934,11.7625,0.00031799,0,0.001271961,0.005087845,0.00031799,1,3,3144.75,42145,20740,2423,50.6,0,0,141
49049,5.378453,0,0.038813,20.68402,0,0,0.014242309,0.224316369,0.018989746,10,42,842.56,72259,26615,887,190.1,103.9,0,33
49053,3.235965,0,0.040677,11.0675,0,0,0.007651402,0.07268832,0.011477103,2,21,784.17,636235,245975,13523,149.9,96.4,0,266
49057,5.458656,0,0.038847,25.79083,0,0,0.021541407,0.098133078,0.014360938,3,15,835.6,177556,58860,5076,0,0,0,177
51003,5.6375,0,0,0,0,0,0.006166131,0.021581458,0.009249196,4,1,1297.41,55062,27595,1969,76.3,64.7,0,468
51013,5.930556,0,0,0,0,0,0.001352732,0.026378264,0.008792755,1,28,1478.49,31605,14480,574,40.1,19.3,0,170
51036,4.236842,0,0,0,0,0,0.007917761,0.002639254,0,0,0,757.79,30725,14600,390,25.1,25.1,0,102
51041,4.6,0,0,0,0.001347201,0,0.009430404,0.092956836,0.020208008,4,10,742.28,6963,3255,150,3.9,3.9,2,22
51059,6.018927,0,0,0,0,0,0.06039983,0.188005104,0.091025096,7,53,1175.5,28544,12640,356,40.2,9.8,0,139
51069,6.7725,0,0,0,0,0,0.009134446,0.024793496,0.009134446,0,2,766.33,27270,11750,395,24.3,0,0,54
51087,4.974904,0,0,0,0,0,0.012981955,0.119722475,0.033176107,5,17,693.27,33911,14050,707,57.3,0,0,161
51107,5.277778,0,0,0,0,0,0.01688013,0.20256156,0.075960585,4,23,473.93,10603,4470,470,0,0,0,8
51161,5.943461,0,0,0,0,0,0.015346446,0.063943525,0.012788705,1,0,390.97,7370,3455,211,0,0,0,87
51165,5.93,0,0,0,0,0,0.018400715,0.057830819,0.021029389,1,3,380.42,94186,44840,2029,34.7,4.9,0,179
51520,5.125,0,0,0,0,0,0.022266756,0.0501002,0.011133378,2,1,179.64,68280,32670,1462,9.2,3.3,4,46
51650,4.26,0,0,0,0,0,0.01907214,0.171649263,0.038144281,3,3,209.73,29036,13740,1401,2.2,2.2,0,17
51680,4.695,0,0,0,0,0,0.005868889,0.064557779,0.023475556,3,8,340.78,22529,9310,413,11.8,0,0,10
51710,5.105,0,0,0,0,0,0.017144817,0.168590696,0.071436736,7,7,349.96,12554,5285,539,5,0,0,10
51760,5.747368,0,0,0,0,0,0.031933578,0.239501836,0.103784129,7,41,250.52,94398,43325,1649,23.5,0,10,50
51775,5.45625,0,0,0,0,0,0,0.009421852,0.001177731,2,3,849.09,230436,104500,6176,51,15.5,2,182
51810,5.06,0,0,0,0,0,0.015723889,0.178859232,0.084515901,4,20,508.78,24932,11225,767,9.1,4.6,0,7
53011,4.109677,0,0,0,0,0,0.039217084,0.24778067,0.035651895,4,18,560.98,77200,32420,2604,112.4,63.7,0,140
53033,3.79695,0.378571,0.029267,25.93482,0,0,10.63829787,69.41489362,26.06382979,32,273,7.52,85141,35690,1810,0,0,1,7
53035,2.929032,0,0,0,0,0,2.376599634,14.25959781,3.65630713,4,27,5.47,32221,11345,1074,0,0,5,92
53037,8.917241,0,0,0,0,0,0.23293734,0.442580946,0.046587468,1,5,42.93,2252782,1086505,69279,193.3,73.8,64,1193
53047,12.39677,0,0,0,0,0,1.053639847,3.256704981,0.478927203,3,10,10.44,10939,4130,246,154.9,81.6,0,177
53053,4.009118,0,0,24.92581,0,0,1.492537313,16.13088404,2.009184845,11,66,17.42,22471,6945,573,0,0,2,116
53057,2.7,0.245161,0,0,0,0,5.6,20.4,2.8,3,10,2.5,904980,381955,18088,178.3,64.1,18,468
53061,6.230923,0,0,0,0,0,2.530364372,23.17813765,3.947368421,8,48,9.88,129205,51905,3560,56.3,26.8,10,245
53063,3.780645,0,0,0,0,0,11.85770751,69.56521739,15.41501976,10,31,2.53,12083,4555,202,40.6,40.6,0,123
53065,12.11034,0,0,0,0,0,1.459854015,3.740875912,0.364963504,2,4,10.96,822083,374585,18827,113.6,89.4,14,487
53073,1.577419,1.779032,0,0,0,0,0.61055386,3.314435238,0.872219799,2,16,22.93,4488,1205,76,0,0,1,36
53077,9.540677,0,0,0,0,0,0.386329866,3.358098068,0.475482912,4,12,33.65,229247,98325,6698,88.7,35.6,17,353
54039,6.503297,0.537037,0.031948,0,0,0,0.006046414,0.038477183,0.00549674,8,9,1819.26,28576,10800,482,28.8,0,0,190
56039,0.365,0,0.043343,3.678333,0,0,0.027963424,0.030759766,0.01118537,1,18,357.61,9831,5385,424,0,0,0,99
