Fips_code,PM2.5 24hr 2012,SO2 24-hour 1971,Ozone 8-hour 2015,NO2 1-hour,Coal_Plants,Power_Plants,Airports,Public_Schools,Private Schools,Hospitals,Fuel_Stations,Land_area(mi^2),Population,Number_of_resident_workers,Number_of_business_establishments,Route_miles_of_freight_railroad,Route_miles_of_passenger_railroad_and_rail_transit,Total_Docks,Number_of_Bridges
48141,0,0.572414,0.032786,35.79294,0,0,0.021243342,0.421832087,0.056143119,19,29,659.03,1932,925,41,0,0,0,141
48183,0,0.4,0,7.276271,0,0,0.009597441,0.047987203,0.008531058,7,2,937.75,21886,9180,555,24.8,0,0,286
48203,0,1.385455,0,6.768421,0.001147737,0,0.004590947,0.036727573,0.00344321,1,2,871.28,57602,23985,810,69.3,0,0,77
48231,0,0,0,10.50323,0,0,0.018761911,0.046411044,0.000987469,2,4,1012.69,36664,14140,736,35.1,0,0,193
48245,6.437096,0.391398,0.030759,12.60323,0,0,0.017035775,0.120670074,0.009937535,15,12,704.4,35529,12435,605,86.3,0,0,169
48255,0,0,0,11.70645,0,0,0,0.007987327,0,1,1,1502.38,175817,69925,2833,92.6,25,0,177
48257,0,0.335484,0,10.84516,0,0,0.031715826,0.140078232,0.005285971,3,1,378.36,20083,5280,276,0,0,0,373
48349,0,1.607083,0,12.17059,0,0,0.013585931,0.039248245,0.003019096,1,2,662.45,1200,430,26,0,0,0,51
48361,6.47037,2.388889,0.029276,12.05807,0,0,0.001470523,0.018381542,0.001470523,1,3,1360.06,9836,4745,349,0,0,0,32
48423,0,0,0,5.167797,0,0,0.022719376,0.089541069,0.012027905,10,11,748.26,25274,9405,496,59.5,0,0,181
48439,7.219933,0,0,21.6009,0,0,0.075275101,0.580410645,0.085179719,57,102,1009.63,3776,1710,127,0,0,0,92
48453,7.28871,0.125926,0,20.0657,0,0,0.060937812,0.317296883,0.063039116,30,176,951.79,32750,13750,630,45.6,0,0,159
48493,0,0,0,13.67097,0,0,0,0.071226521,0.002035043,1,2,491.39,21358,5990,195,17.9,0,2,119
49003,0,0,0.041726,3.423529,0,0,0.00325013,0.027084417,0.001083377,2,7,923.04,11840,4225,103,0,0,0,72
49005,8.313292,0,0.040125,13.85083,0,0,0.006511476,0.04992132,0.002170492,2,15,921.45,6710,2750,164,34.5,0,0,53
49007,0,0,0.043887,5.817949,0,0,0.010726161,0.058993886,0,1,0,186.46,56046,21460,1164,172.6,0,0,183
49011,5.105769,0,0.037608,25.96281,0,0,0.006691052,0.121554108,0.010036578,6,16,896.72,20463,8805,489,92.3,33.7,0,73
49013,7.232967,0,0.046261,13.92833,0,0,0.004331583,0.014077644,0.001082896,2,0,923.45,950,280,26,0,0,0,12
49021,3.064835,0,0.039754,18.5525,0,0,0.015053091,0.022000672,0.00231586,1,3,863.61,5051,2060,170,0,0,0,92
49035,5.831992,0.273955,0.036355,32.28688,0,0,0.032316704,0.319127449,0.054534437,25,106,990.2,1479,595,26,0,0,0,18
49045,4.338983,0,0.040683,9.153333,0,0,0.005154805,0.01933052,0.001288701,1,2,1551.95,21620,8445,522,0,0,0,160
49047,5.542149,0,0.041934,11.7625,0.00031799,0,0.001271961,0.005087845,0.00031799,1,3,3144.75,42145,20740,2423,50.6,0,0,141
49049,5.378453,0,0.038813,20.68402,0,0,0.014242309,0.224316369,0.018989746,10,42,842.56,72259,26615,887,190.1,103.9,0,33
49053,3.235965,0,0.040677,11.0675,0,0,0.007651402,0.07268832,0.011477103,2,21,784.17,636235,245975,13523,149.9,96.4,0,266
49057,5.458656,0,0.038847,25.79083,0,0,0.021541407,0.098133078,0.014360938,3,15,835.6,177556,58860,5076,0,0,0,177
53033,3.79695,0.378571,0.029267,25.93482,0,0,10.63829787,69.41489362,26.06382979,32,273,7.52,85141,35690,1810,0,0,1,7
53053,4.009118,0,0,24.92581,0,0,1.492537313,16.13088404,2.009184845,11,66,17.42,22471,6945,573,0,0,2,116
56039,0.365,0,0.043343,3.678333,0,0,0.027963424,0.030759766,0.01118537,1,18,357.61,9831,5385,424,0,0,0,99
