Fips_code,PM2.5 24hr 2012 99th Percentile,SO2 1-hour 2010,Ozone 1-hour 1979,NO2 1-hour,Coal_plants,Power_plants,Airports,Public_Schools,Private_Schools,Hospitals,Fuel_Stations,Land_area(mi^2),Population,Number_of_resident_workers,Number_of_business_establishments,Route_miles_of_freight_railroad,Route_miles_of_passenger_railroad_and_rail_transit,Total_Docks,Number_of_Bridges
1121,#N/A,#N/A,#N/A,#N/A,0,0,3,29,2,2,10,736.78,"79,978",30025,1256,143.7,10.7,0,243
1123,#N/A,#N/A,#N/A,#N/A,0,0,1,11,1,2,2,716.52,"40,367",14905,771,33.1,0,0,152
1125,8.1,0,0,0,0,0,4,58,8,7,14,1321.76,"209,355",88780,4111,107.1,41.7,2,480
1127,#N/A,#N/A,#N/A,#N/A,0,0,3,25,1,1,2,791.19,"63,521",23350,1232,112,0,0,273
1129,#N/A,#N/A,#N/A,#N/A,0,0,2,8,0,1,0,1080.21,"16,326",5535,208,28.5,0,1,179
1131,#N/A,#N/A,#N/A,#N/A,0,0,0,6,1,1,1,888.5,"10,373",2960,185,53.2,0,0,168
1133,#N/A,#N/A,#N/A,#N/A,0,0,1,14,0,1,1,612.98,"23,629",8470,447,22.8,0,0,79
2013,#N/A,#N/A,#N/A,#N/A,0,0,2,4,0,0,0,570640.95,"3,337",2460,58,0,0,22,2
2016,#N/A,#N/A,#N/A,#N/A,0,0,5,7,0,1,0,6981.94,"5,634",4110,113,0,0,25,0
2020,#N/A,#N/A,#N/A,#N/A,0,0,218,102,14,9,6,4390.28,"288,000",158110,8759,108.6,100.7,5,129
2050,#N/A,#N/A,#N/A,#N/A,0,0,4,40,0,1,0,1704.68,"18,386",5790,251,0,0,3,6
2060,#N/A,#N/A,#N/A,#N/A,0,0,19,4,1,0,0,40570,836,540,85,0,0,5,3
2068,0,0,0,0,1,0,4,4,0,0,0,503.84,"2,097",1320,111,83.1,80.9,0,23
2070,#N/A,#N/A,#N/A,#N/A,0,0,0,11,1,1,0,12751.41,"4,916",1890,98,0,0,3,11
2090,#N/A,#N/A,#N/A,#N/A,2,0,132,38,9,3,0,18568.78,"96,849",51580,2492,77.4,36.5,1,98
2100,#N/A,#N/A,#N/A,#N/A,0,0,4,3,0,0,0,7338.21,"2,530",1290,140,0,0,8,13
2105,#N/A,#N/A,#N/A,#N/A,0,0,1,7,0,0,0,2318.6,"2,148",1015,84,0,0,0,0
2110,#N/A,#N/A,#N/A,#N/A,0,0,67,15,3,1,4,7524.92,"31,974",17590,1159,0,0,20,53
2122,#N/A,#N/A,#N/A,#N/A,0,0,42,43,2,3,1,2701.93,"58,708",24775,2155,52.9,51.7,18,86
2130,#N/A,#N/A,#N/A,#N/A,0,0,9,9,3,1,0,16075.33,"13,901",6775,608,0,0,23,92
2150,#N/A,#N/A,#N/A,#N/A,0,0,7,15,2,1,0,4858.41,"12,998",7625,477,0,0,21,24
2164,#N/A,#N/A,#N/A,#N/A,0,0,3,13,0,0,0,6549.58,"8,314",2110,79,0,0,0,0
2170,29.3,0,0,0,0,0,130,47,5,1,0,23652.01,"1,592",590,51,0,0,0,6
2180,#N/A,#N/A,#N/A,#N/A,0,0,9,20,0,1,0,24607.9,"108,317",40830,2297,201.3,193.8,0,115
2185,#N/A,#N/A,#N/A,#N/A,0,0,6,11,0,1,0,22961.76,"10,004",3455,172,0,0,2,30
2188,#N/A,#N/A,#N/A,#N/A,0,0,2,13,1,1,0,88695.41,"9,832",5280,163,0,0,0,48
2195,#N/A,#N/A,#N/A,#N/A,0,0,1,3,0,0,0,35572.58,"7,621",2470,81,0,0,1,0
2198,#N/A,#N/A,#N/A,#N/A,0,0,6,20,0,0,0,3281.98,"3,266",1585,157,0,0,0,0
2220,#N/A,#N/A,#N/A,#N/A,0,0,5,7,1,2,0,3922.87,"6,203",2610,165,0,0,0,0
2230,#N/A,#N/A,#N/A,#N/A,0,0,0,1,0,0,0,2870.34,"8,493",4680,378,0,0,11,35
2240,#N/A,#N/A,#N/A,#N/A,0,0,13,13,3,0,0,452.33,"1,183",670,120,18.4,18.4,0,0
2261,#N/A,#N/A,#N/A,#N/A,0,0,20,16,0,3,0,24768.81,"6,893",2925,177,0,0,0,71
2275,#N/A,#N/A,#N/A,#N/A,0,0,2,3,0,0,0,34239.88,"9,202",4505,504,3.1,3.1,26,108
2282,#N/A,#N/A,#N/A,#N/A,0,0,7,2,0,0,0,17081.43,"2,502",1035,98,0,0,0,0
2290,#N/A,#N/A,#N/A,#N/A,0,0,5,30,0,0,0,2541.48,579,350,28,0,0,4,3
4001,2.6,0,0,0,2,0,14,61,3,4,1,7649.46,"5,230",2025,101,38.3,38.3,1,73
4003,0,0,0.052,0,1,0,25,83,3,9,4,145504.79,"71,887",18055,458,124,53.7,0,256
4005,0,0,0.057,0,0,0,12,77,5,5,13,113594.08,"125,922",46330,2178,139.3,101.6,0,501
4007,0,69.7,0.059,0,0,0,4,36,3,4,2,11197.52,"143,476",63960,3746,285.6,196.2,0,403
4009,#N/A,#N/A,#N/A,#N/A,0,0,7,35,0,1,3,6165.69,"54,018",17505,1019,41.3,0,0,260
4011,#N/A,#N/A,#N/A,#N/A,0,0,2,10,0,0,0,18618.89,"38,837",11565,510,90.2,0,0,168
4012,5.4,0,0.059,0,0,0,7,14,0,2,1,4757.93,"9,498",3545,83,41.2,0,0,89
4013,149.1,7,0.057,49,0,1,135,1274,152,78,267,4622.6,"21,108",6265,337,75.1,0,0,302
4015,0,0,0,0,0,0,28,70,3,5,6,1843.13,"4,485,414",1844235,94566,296.2,68.9,0,2702
4017,0,0,0.05,0,1,0,8,91,10,6,7,4499.63,"212,181",65395,3784,122.8,119.5,0,623
4019,0,0,0,0,0,0,24,383,50,21,33,9200.14,"110,924",31630,1770,118.5,54.7,0,267
4021,0,0,0.064,0,0,0,8,144,3,7,16,13311.08,"1,047,279",423600,20300,121.6,86.2,0,1085
4023,37,0,0,0,0,0,1,31,1,1,1,9950.42,"462,789",138405,3713,200.7,69.3,0,704
4025,0,0,0.055,0,0,0,23,100,12,7,16,9187.04,"46,498",17220,1153,30.2,0,0,133
4027,13.5,0,0.057,0,0,0,5,83,5,3,5,5365.61,"235,099",81005,5985,213.9,48.4,0,540
5001,17.3,0,0,0,0,0,5,9,2,2,0,1236.92,"213,787",74390,3037,114,86,0,261
5003,11.4,0,0,0,0,0,5,7,0,1,0,8123.5,"17,486",7865,502,19.7,0,0,157
5005,#N/A,#N/A,#N/A,#N/A,0,0,8,10,1,1,0,5513.99,"19,657",7855,373,53.9,0,0,103
5007,#N/A,#N/A,#N/A,#N/A,1,0,22,75,10,5,15,52035.48,"41,932",15045,1047,35.2,0,0,82
5009,#N/A,#N/A,#N/A,#N/A,0,0,7,20,3,1,0,988.77,"279,141",114070,6408,64.4,0,0,385
5011,#N/A,#N/A,#N/A,#N/A,0,0,2,7,1,1,0,925.35,"37,432",14915,883,30,0,0,97
5013,#N/A,#N/A,#N/A,#N/A,0,0,4,3,0,0,0,554.28,"10,763",3935,258,38.2,0,0,109
5015,#N/A,#N/A,#N/A,#N/A,0,0,12,10,2,2,1,847.36,"5,189",2160,57,37.1,0,0,109
5017,#N/A,#N/A,#N/A,#N/A,0,0,2,8,0,2,0,590.23,"28,380",11115,709,0,0,0,115
5019,#N/A,#N/A,#N/A,#N/A,0,0,3,9,0,1,0,649.23,"10,118",3660,208,48.7,0,0,90
5021,#N/A,#N/A,#N/A,#N/A,0,0,5,7,0,1,0,628.58,"22,320",9910,511,34.9,29.6,0,204
5023,#N/A,#N/A,#N/A,#N/A,0,0,15,9,1,1,2,630.09,"14,551",6175,287,37.6,19.4,0,203
5025,#N/A,#N/A,#N/A,#N/A,0,0,2,5,0,0,0,644.3,"24,919",9625,579,0,0,0,52
5027,#N/A,#N/A,#N/A,#N/A,0,0,3,9,1,1,0,866.07,"7,956",3150,80,21.3,0,0,84
5029,#N/A,#N/A,#N/A,#N/A,0,0,8,11,1,1,1,639.47,"23,457",9930,540,47.1,0,0,132
5031,#N/A,#N/A,#N/A,#N/A,0,0,16,36,4,6,1,553.69,"20,846",8220,401,22,0,1,122
5033,#N/A,#N/A,#N/A,#N/A,0,0,1,24,0,1,0,597.78,"110,332",46200,2528,70.9,0,0,436
5035,19.1,0,0.055,38.3,0,0,3,20,2,3,4,766.05,"63,257",25210,1072,56.1,32.3,1,248
5037,#N/A,#N/A,#N/A,#N/A,0,0,6,6,1,1,0,552.25,"47,955",19915,840,88.5,0,0,234
5039,#N/A,#N/A,#N/A,#N/A,0,0,0,4,0,1,0,707.21,"16,419",7000,358,69.8,0,0,129
5041,#N/A,#N/A,#N/A,#N/A,0,0,5,6,0,2,0,593.09,"7,009",2915,192,7.3,0,0,110
5043,#N/A,#N/A,#N/A,#N/A,0,0,1,8,0,1,0,609.76,"11,361",4375,300,48.2,0,1,83
5045,#N/A,#N/A,#N/A,#N/A,0,0,18,39,2,4,9,616.38,"18,219",7280,401,40.5,0,0,147
5047,#N/A,#N/A,#N/A,#N/A,0,0,5,9,1,1,0,667.39,"126,007",56370,2577,19.4,0,0,210
5049,#N/A,#N/A,#N/A,#N/A,0,0,4,6,0,1,0,768.15,"17,715",6380,285,24.7,0,0,140
5051,18.7,0,0,0,0,0,5,28,6,6,0,828.36,"12,477",4275,161,13.9,0,0,102
5053,#N/A,#N/A,#N/A,#N/A,0,0,4,6,0,0,0,647.88,"99,386",39035,2765,23.3,0,0,300
5055,#N/A,#N/A,#N/A,#N/A,0,0,1,15,2,1,9,608.86,"18,265",7620,268,0,0,0,119
5057,#N/A,#N/A,#N/A,#N/A,1,0,7,9,2,1,0,618.19,"45,325",17835,791,32.8,9.7,0,246
5059,#N/A,#N/A,#N/A,#N/A,0,0,0,15,1,2,5,677.78,"21,532",8480,384,80.1,21.7,0,175
5061,#N/A,#N/A,#N/A,#N/A,0,0,1,9,0,1,0,631.81,"33,771",13105,499,38.5,26.3,0,222
5063,#N/A,#N/A,#N/A,#N/A,1,0,5,15,0,1,2,577.7,"13,202",5355,282,43.4,0,0,117
5065,#N/A,#N/A,#N/A,#N/A,0,0,4,7,0,1,0,727.52,"37,825",15375,782,51.3,1,0,183
5067,17.9,0,0,0,0,0,0,5,0,1,0,615.2,"13,629",4460,221,41.7,0,0,98
5069,#N/A,#N/A,#N/A,#N/A,1,0,4,27,1,2,2,588.55,"16,719",5360,313,42.1,36.4,0,136
5071,#N/A,#N/A,#N/A,#N/A,0,0,2,12,0,1,0,763.95,"66,824",26755,1316,92.4,0,8,347
5073,#N/A,#N/A,#N/A,#N/A,0,0,0,5,1,0,0,580.58,"26,578",10120,401,27.1,0,0,158
5075,#N/A,#N/A,#N/A,#N/A,0,0,0,10,0,1,0,633.94,"6,624",2435,106,40.9,0,0,72
5077,#N/A,#N/A,#N/A,#N/A,0,0,7,2,2,0,0,870.75,"16,406",6315,287,62.4,23.1,0,127
5079,#N/A,#N/A,#N/A,#N/A,0,0,0,3,0,0,1,659.8,"8,857",2715,115,19.4,0,0,98
5081,#N/A,#N/A,#N/A,#N/A,1,0,0,6,0,1,0,528.27,"13,024",3140,171,13.6,0,0,110
5083,#N/A,#N/A,#N/A,#N/A,0,0,3,11,2,2,1,587.61,"12,259",4590,175,85.4,0,0,86
5085,#N/A,#N/A,#N/A,#N/A,0,0,9,24,1,0,0,602.62,"21,466",8335,380,0,0,0,153
5087,#N/A,#N/A,#N/A,#N/A,0,0,2,8,0,0,0,561.52,"73,309",32760,1048,13.4,13.4,0,185
5089,#N/A,#N/A,#N/A,#N/A,0,0,0,8,0,0,0,532.25,"16,576",6620,211,0,0,0,148
5091,#N/A,#N/A,#N/A,#N/A,0,0,2,16,1,1,1,708.13,"16,694",5335,210,23.8,0,0,63
5093,#N/A,#N/A,#N/A,#N/A,1,0,8,22,0,2,0,770.73,"43,257",17920,739,46.6,18.8,0,215
5095,#N/A,#N/A,#N/A,#N/A,0,0,3,4,0,0,0,834.26,"40,651",16710,794,73.4,0,3,310
5097,#N/A,#N/A,#N/A,#N/A,0,0,1,7,0,0,1,597.01,"6,701",2870,192,37.7,0,0,86
5099,#N/A,#N/A,#N/A,#N/A,0,0,0,4,0,0,0,625.58,"8,986",3265,131,0,0,0,202
5101,0,0,0.069,0,0,0,1,7,0,0,1,900.57,"8,252",3100,121,16.5,13.8,0,134
5103,#N/A,#N/A,#N/A,#N/A,0,0,0,9,1,1,0,607.12,"7,753",2940,83,0,0,0,63
5105,#N/A,#N/A,#N/A,#N/A,0,0,1,4,0,0,0,779.88,"23,382",10050,513,67.8,0,0,167
5107,#N/A,#N/A,#N/A,#N/A,0,0,4,11,3,1,0,617.84,"10,455",3930,96,36,0,0,118
5109,#N/A,#N/A,#N/A,#N/A,0,0,1,8,1,1,1,820.9,"17,782",6565,389,18.4,0,5,113
5111,#N/A,#N/A,#N/A,#N/A,0,0,2,15,0,0,1,732.78,"10,718",4450,202,0,0,0,94
5113,22.3,0,0.062,0,0,0,1,9,0,1,0,551.4,"23,528",9060,351,61.1,0,0,200
5115,#N/A,#N/A,#N/A,#N/A,0,1,4,22,2,1,3,695.66,"19,964",7100,447,62.2,0,0,220
5117,#N/A,#N/A,#N/A,#N/A,0,0,2,4,0,0,0,600.62,"64,072",26985,1598,31.6,0,2,192
5119,17.6,4.6,0.051,39.5,0,0,16,127,31,20,34,758.39,"8,062",3325,149,4.4,0,0,93
5121,#N/A,#N/A,#N/A,#N/A,0,0,2,6,1,1,1,857.68,"391,911",180390,12245,136.9,29.6,3,708
5123,#N/A,#N/A,#N/A,#N/A,0,0,0,11,1,1,3,812.55,"17,958",6775,314,2.7,2.5,0,150
5125,#N/A,#N/A,#N/A,#N/A,0,0,1,28,3,2,7,647.96,"24,994",8885,459,60.9,0,0,205
5127,#N/A,#N/A,#N/A,#N/A,0,0,3,6,0,1,1,759.76,"122,437",54370,1967,24.4,21.1,0,218
5129,#N/A,#N/A,#N/A,#N/A,0,0,1,7,0,0,0,652.19,"10,281",4070,151,22.6,0,0,196
5131,#N/A,#N/A,#N/A,#N/A,0,0,4,42,9,7,7,634.77,"7,881",2965,111,0,0,0,65
5133,#N/A,#N/A,#N/A,#N/A,0,0,2,8,0,1,0,723.6,"127,827",54325,3415,36.6,0,0,328
5135,#N/A,#N/A,#N/A,#N/A,0,0,0,6,0,0,0,892.32,"17,007",7100,256,56.1,0,0,164
5137,#N/A,#N/A,#N/A,#N/A,0,0,0,7,0,1,1,666.1,"17,442",5800,310,16.8,0,0,109
5139,12.7,0,0,0,0,0,4,19,2,1,3,531.91,"12,506",4255,226,0,0,0,73
5141,#N/A,#N/A,#N/A,#N/A,0,0,0,7,0,1,1,565.13,"38,682",16000,1087,39.9,0,0,285
5143,11.9,0,0.059,0,0,0,3,69,9,11,21,604.44,"16,545",5400,310,0,0,0,98
5145,#N/A,#N/A,#N/A,#N/A,0,0,2,28,7,3,3,606.41,"239,187",103030,5442,37.3,24.9,0,447
5147,#N/A,#N/A,#N/A,#N/A,0,0,4,4,0,0,0,1039.21,"78,753",32005,1587,54.3,39,0,308
5149,#N/A,#N/A,#N/A,#N/A,0,0,2,11,0,2,0,708.14,"6,320",2435,127,36.8,0,2,78
6001,#N/A,#N/A,#N/A,#N/A,0,0,15,402,120,26,216,941.97,"21,341",8625,308,17.4,0,0,227
6003,#N/A,#N/A,#N/A,#N/A,0,0,1,3,0,0,1,1035.08,"1,671,329",736980,40095,200.3,155.8,14,650
6005,#N/A,#N/A,#N/A,#N/A,0,0,6,17,2,1,5,586.79,"1,129",400,37,0,0,0,32
6007,0,0,0,0,0,0,12,98,9,7,12,929.98,"39,752",12195,842,4.3,0,0,60
6009,#N/A,#N/A,#N/A,#N/A,0,0,4,22,1,1,1,155779.22,"219,186",87940,4724,96.7,45.9,0,437
6011,22.2,0,0,0,0,0,17,22,1,1,0,739.02,"45,905",15995,924,0,0,0,105
6013,#N/A,#N/A,#N/A,#N/A,0,0,9,276,88,12,183,738.33,"21,547",8945,372,34.4,0,0,212
6015,0,0,0,0,0,0,3,17,2,1,4,594.58,"1,153,526",506485,23951,183.9,84,19,607
6017,#N/A,#N/A,#N/A,#N/A,0,0,9,67,9,3,26,1636.46,"27,812",8395,411,0,0,0,95
6019,36.2,0,0.062,0,0,0,37,351,23,15,97,1020.01,"192,843",78175,4516,0,0,0,184
6021,#N/A,#N/A,#N/A,#N/A,0,0,0,26,2,1,2,1150.73,"999,101",368120,16881,183.5,33.6,0,897
6023,0,0,0,0,0,0,9,89,12,6,24,715.94,"28,393",10140,452,39.3,0,0,241
6025,39.7,0,0,0,0,0,11,74,8,2,4,1006.37,"135,558",57605,3209,0,0,1,396
6027,0,0,0.05,0,0,0,7,25,1,2,1,1707.88,"181,215",57190,2538,203.6,89.6,0,450
6029,36.8,0,0,0,0,0,35,268,30,15,47,5957.99,"18,039",8085,501,0,0,0,70
6031,30.7,0,0.05,0,0,0,17,68,4,4,6,1313.95,"900,202",323690,12924,349.1,41.6,0,662
6033,0,0,0,0,0,0,4,42,5,2,2,3567.99,"152,940",54565,1643,54.7,27.1,0,163
6035,#N/A,#N/A,#N/A,#N/A,0,0,6,25,2,1,2,4176.6,"64,386",21400,1118,0,0,0,128
6037,0,0,0,0,0,0,163,2295,747,129,1319,10180.88,"30,573",8760,414,161,0,0,107
6039,23.6,0,0,0,0,0,5,79,5,2,26,8131.92,"10,039,107",4591360,275316,509.2,245,97,3538
6041,#N/A,#N/A,#N/A,#N/A,0,0,8,80,35,4,73,1389.42,"157,327",47615,1961,59.3,26.5,0,241
6043,0,0,0.051,0,0,0,2,16,1,1,1,1256.46,"258,826",127180,10070,11,0,1,205
6045,#N/A,#N/A,#N/A,#N/A,0,0,12,68,4,3,27,4541.18,"17,203",6965,324,0,0,0,115
6047,29.3,0,0,0,0,0,12,114,12,3,21,4057.88,"86,749",35630,2468,40.8,40.8,0,355
6049,#N/A,#N/A,#N/A,#N/A,0,0,8,11,2,2,2,2137.07,"277,680",93760,3110,97.4,40.8,0,532
6051,#N/A,#N/A,#N/A,#N/A,0,0,5,15,0,1,4,520.31,"8,841",3370,153,181.5,0,0,87
6053,#N/A,#N/A,#N/A,#N/A,0,0,16,149,19,4,63,1448.82,"14,444",7520,603,0,0,0,52
6055,#N/A,#N/A,#N/A,#N/A,0,0,11,46,18,3,36,3506.34,"434,061",182615,8754,110,108.9,0,379
6057,11.5,0,0.059,0,0,0,9,53,8,2,6,1934.97,"137,744",68275,4270,39.2,0,0,154
6059,#N/A,#N/A,#N/A,#N/A,0,0,40,626,247,40,544,3917.77,"99,755",40065,3077,29.6,29.6,0,134
6061,23,0,0,0,0,0,9,116,20,4,54,3048.98,"3,175,692",1501855,96901,121.5,67.6,0,1160
6063,40.6,0,0,0,0,0,7,15,2,3,0,3280.6,"398,329",163250,10816,144.8,144.8,0,334
6065,15.6,0,0.059,20.1,0,0,40,511,95,24,241,748.36,"18,807",7190,590,145.1,0,0,150
6067,28.3,0,0,0,0,0,28,385,81,18,194,957.77,"2,470,546",923845,38946,171.5,130.3,0,1094
6069,0,0,0.053,0,0,0,2,27,5,2,0,790.57,"1,552,058",632480,29515,158.5,80.3,2,735
6071,0,0,0.063,0,1,0,50,563,85,32,211,1407.01,"62,808",25605,986,11.5,2,0,75
6073,0,0,0.024,0,0,0,49,775,185,38,420,2553.04,"2,180,085",834180,35635,766.9,371.5,0,1419
6075,0,0,0,0,0,0,9,134,85,19,156,7206.48,"3,338,330",1536745,85077,189,117,21,1603
6077,0,0,0,0,0,0,19,242,28,10,52,964.64,"881,549",479140,34518,15.7,15.7,20,129
6079,14.4,0,0.046,24,0,1,12,83,19,6,54,1388.71,"762,148",277800,11512,236,96.8,2,645
6081,#N/A,#N/A,#N/A,#N/A,0,0,4,188,69,11,223,20056.94,"283,111",127440,8402,72.3,72.3,1,395
6083,10.7,1,0.058,24,0,0,12,124,28,9,75,4206.63,"766,573",387600,21366,41.3,34.2,5,362
6085,0,0,0,0,0,0,16,419,168,17,474,46.87,"446,499",202070,11761,144.4,108.4,1,422
6087,#N/A,#N/A,#N/A,#N/A,0,0,3,81,25,5,29,1391.32,"1,927,852",912305,48711,108.3,66.2,0,955
