Fips_code,PM2.5 24hr 2012,SO2 24-hour 1971,Ozone 8-hour 2015,NO2 1-hour,Coal_Plants,Power_Plants,Airports,Public_Schools,Private Schools,Hospitals,Fuel_Stations,Land_area(mi^2),Population,Number_of_resident_workers,Number_of_business_establishments,Route_miles_of_freight_railroad,Route_miles_of_passenger_railroad_and_rail_transit,Total_Docks,Number_of_Bridges
36027,0,0.128571,0.0408,0,0,0,0.003104889,0.015938432,0.005381808,4,23,4831.09,44135,19380,1058,47,15.6,0,450
36029,5.739206,0.208242,0.037533,19.77023,0,0,0.247320692,2.006045617,0.558761565,16,89,109.17,294218,140505,7607,94.7,94.7,1,336
36031,0,0.205495,0.045217,0,0,0,0.003709712,0.005733191,0.002360726,3,3,2965.19,918702,434030,22940,227.8,63.2,3,896
36041,0,0.02069,0.043793,0,0,0,0.00085312,0.00085312,0,0,2,5860.84,47188,19235,1167,24.3,0,1,227
36055,6.43198,0.234066,0.035714,15.78876,0,0,0.002256766,0.027833445,0.006469395,8,64,6646.68,70941,32625,1402,25.2,13.8,0,173
36061,7.542951,0,0.0338,0,0,0,0.006276577,0.096763901,0.035828796,28,82,3823.74,1356924,660185,48608,83,83,6,323
36063,0,0,0.03775,0,0,0,0.012193063,0.048772252,0.008441351,5,13,1066.18,1628706,875400,103925,23.1,23.1,29,247
36067,6.507248,0.290805,0.038533,0,0,0,0.019127774,0.237184392,0.047819434,7,48,522.8,228671,100765,4899,121,69.9,0,487
36071,6.09,0,0.039,0,0,0,0.665083135,1.947743468,0.522565321,7,18,42.1,109777,52950,2977,44,0,0,179
36075,0,0,0.0379,0,0,0.000764321,0.003057286,0.029808537,0.001528643,2,2,1308.35,40352,17495,665,24,0,0,136
36079,0,0.146154,0.0411,0,0,0,0.001886383,0.020750215,0.004715958,1,0,1060.23,59493,27540,1391,56.4,8.3,0,272
36081,6.756538,0.514286,0.030388,33.40333,0,0,0.014729348,0.923039156,0.314226095,13,28,407.35,98320,49850,2898,35.4,35.4,0,102
36085,7.769565,0,0.0372,0,0,0,0.001927061,0.07804596,0.033723563,6,10,1037.85,158714,78575,2983,74,25.8,1,267
36087,0,0,0.035467,0,0,0,0.009453136,0.10556002,0.080351657,4,12,634.71,476143,206775,9387,20.8,14.5,21,158
36091,0,0,0.0393,0,0,0,0.006932697,0.034663487,0.007625967,3,30,1442.44,107740,43220,1915,142.6,0,0,315
36101,5.286796,0.073626,0.037448,0,0,0,0.010091428,0.072658284,0.010091428,6,1,495.47,34016,15115,720,41.7,0,0,59
36103,5.494737,0.039326,0.040685,0,0,0,0.060859334,0.703939628,0.119690023,14,119,492.94,95379,42245,1808,126.7,0,0,629
36117,0,0,0.039167,0,0,0,0.00158288,0.060149424,0.003165759,1,11,631.76,61204,28175,1069,87.6,49.9,0,183
36119,0,0,0.039967,0,0,0.001527091,0.027487631,0.387881009,0.125221428,18,65,654.84,89918,42285,1729,84.7,37,0,96
37119,6.689108,0.1275,0.039173,18.16327,0,0.00153299,0.029126809,0.320394898,0.093512387,14,64,652.32,22440,9065,430,36.1,0,0,124
37183,6.748042,0.111268,0.030667,15.35248,0,0,0.026692173,0.484907801,0.115666081,8,138,449.57,44535,16665,859,21,0,0,73
38007,3.397802,1.764835,0.037828,0,0,0,0.017630465,0.008815233,0,0,0,226.88,6832,2385,83,58.3,31.3,0,40
38013,4.451648,1.676923,0.0371,5.446154,0,0,0.015293638,0.015293638,0,0,0,392.32,3024,1670,160,48.5,0,0,68
38015,5.468792,0.518681,0.031667,14.43187,0,0,0.02454063,0.055216418,0.013804104,2,5,651.98,2115,1100,75,95.7,0,0,29
38017,5.989888,1.177528,0.034276,15.37416,0,0,0.126161739,0.248118087,0.021026957,9,23,237.79,95626,49725,3013,84,0,0,116
38025,2.893407,0.850549,0.036367,4.754945,0,0,0.017681903,0.010609142,0,0,0,565.55,2264,1240,99,55.6,0,0,13
38053,1.586517,0.731461,0.036429,4.159551,0,0,0.00700182,0.023339402,0.00233394,1,1,428.46,2497,1365,112,12.2,0,0,11
38057,4.645443,0.897802,0.035133,5.426389,0.009598157,0,0.012797543,0.019196314,0,1,0,312.56,9450,4535,264,107.9,0,0,58
38065,4.417442,1.238462,0.0364,4.672059,0.00298659,0,0,0.00597318,0,0,0,334.83,2879,1505,130,75.1,25.8,0,23
38101,4.338462,1.053333,0.0361,4.285714,0,0,0.015736879,0.056652766,0.004721064,3,4,635.45,10641,5470,403,152.5,0,0,262
39003,8.136182,0.021978,0.035333,0,0,0,0.012697159,0.050788635,0.011286363,5,10,708.82,27698,10050,388,17.6,0,2,187
39017,9.64,0.766439,0.035067,0,0,0,0.005071876,0.031155808,0.00688326,9,5,2760.32,43432,18690,535,20,0,1,264
39023,6.820101,0.283516,0.036983,0,0,0,0.00519138,0.025956901,0.004153104,4,8,1926.27,38885,17675,577,41.3,0,0,200
39025,0,0,0.037,0,0.000547855,0,0.006026407,0.026844902,0.006574262,1,4,1825.3,134083,58685,2238,80.2,0,0,348
39027,0,0,0.036267,0,0,0,0.019352604,0.017315488,0.001018558,1,1,981.78,206428,96915,3574,25.5,0,3,321
39035,9.180989,0.576984,0.033877,18.05618,0,0,0.025276994,0.316804988,0.087626912,29,52,1186.85,41494,17955,802,82.1,0,0,232
39041,0,0,0.035233,0,0,0,0.017412138,0.038306704,0.009750797,3,4,1435.78,38087,17910,805,36.2,0,0,161
39049,8.599074,0.023256,0.03485,17.97213,0,0,0.025592045,0.342750596,0.070378122,27,88,1094.09,28525,12225,598,40.2,0,0,244
39055,0,0,0.038967,0,0,0,0.018252787,0.033697453,0.068798967,2,1,712.22,29898,11360,554,9.5,0,3,242
39057,0,0,0.035933,0,0,0,0.002250509,0.017103865,0.004501017,3,10,2221.72,93649,45680,2802,0,0,0,143
39061,9.062259,0.46179,0.034331,24.49178,0.00116016,0,0.020882882,0.23087186,0.10905505,23,48,861.95,38875,16145,861,13.3,0,0,356
39081,10.65852,0.290609,0.034966,0,0.003971406,0,0.007942812,0.045671168,0.003971406,4,0,503.6,32413,12830,624,41.4,0,0,261
39083,0,0,0.037,0,0,0,0.014948056,0.054809537,0.007474028,1,1,401.39,65325,27045,1252,123.6,0,2,237
39085,7.445,0.898608,0.036866,0,0,0.00187924,0.00187924,0.108995922,0.02255088,3,10,532.13,62322,27285,1098,11.1,0,0,284
39089,0,0,0.035317,0,0,0,0.014987368,0.124181047,0.019269473,4,11,467.06,59463,24140,806,18.3,0,7,276
39097,0,0,0.035767,0,0,0,0,0.0376023,0.0066357,1,12,452.1,428348,192055,9655,112.4,31.9,9,406
39103,7.313996,0,0.038296,0,0,0,0.019506659,0.076253303,0.014186661,3,1,563.91,65093,25325,1137,77.3,0,0,237
39109,0,0,0.0366,0,0,0,0.015047651,0.056846681,0.015047651,2,5,598.1,41172,20285,1003,22.3,0,0,330
39113,9.340843,0,0.0368,0,0,0,0.045136538,0.363349131,0.076732115,17,52,443.1,13654,5370,251,11.3,0,3,179
39133,6.655,0,0.035267,0,0,0,0.019708802,0.128107216,0.009854401,1,10,405.91,27772,9820,415,44.2,0,0,247
39135,8.083544,0.287778,0.031611,0,0,0,0.00564589,0.031993375,0,0,3,531.36,162466,78980,3044,69.2,21.2,0,224
39151,8.174052,0,0.037889,0,0,0,0.042826552,0.256959315,0.068998335,8,13,420.3,48590,23700,968,55.4,0,0,281
39153,7.826511,0.111539,0.034083,0,0,0,0.026938995,0.367349938,0.102857983,14,35,408.33,370606,173775,8162,152,5.8,0,426
39165,0,0,0.0379,0,0,0,0.012217471,0.093667278,0.032579923,4,29,491.1,13085,5110,148,16.5,0,0,195
39167,0,0,0.038267,0,0,0,0.011735023,0.067476383,0.011735023,2,0,340.86,234602,105095,4352,37.5,0,0,333
39173,0,0,0.031733,0,0,0,0.02229047,0.10649891,0.014860313,1,20,403.76,36692,16850,808,58.2,24.2,0,242
40017,0,0,0.035433,0,0,0,0.025124997,0.113062486,0.010049999,2,6,398.01,28762,11215,466,41.3,0,0,460
40019,7.030337,0,0.037467,0,0,0,0.047073592,0.109838381,0.007845599,2,1,254.92,148306,63930,2723,75.2,0,0,473
40027,7.644444,0,0.036067,0,0,0,0.052239484,0.161261016,0.022712819,6,13,440.28,2137,1055,75,72.2,0,0,89
40031,6.076404,0,0.037621,0,0,0,0.049514288,0.113175516,0.00707347,5,7,424.12,5495,2180,83,0,0,0,150
40037,0,0,0.039233,0,0,0,0.034823488,0.05513719,0.002901957,3,3,689.19,14142,5665,346,57.8,0,0,180
40043,5.947191,0,0.0366,0,0,0,0.005444448,0.016333345,0,1,2,551.02,43009,15360,749,0,0,0,162
40069,0,0,0.037767,0,0,0,0.014581747,0.021062523,0,1,0,617.21,6002,2320,98,39.1,0,0,146
40109,7.891805,0.007595,0.038431,18.35552,0,0,0.034149865,0.316542983,0.042030604,32,99,761.35,11993,3845,158,8.8,0,0,228
40113,0,0,0.038,0,0,0,0.010113064,0.033373111,0.001011306,2,3,988.82,38465,14620,660,41.3,0,0,315
40121,7.332184,0,0.036966,0,0,0,0.00094476,0.032121836,0.00188952,2,6,1058.47,81784,35325,1855,13.8,0,0,390
40143,7.757865,0.070117,0.035717,16.62603,0,0,0.029551747,0.284629981,0.057548138,24,72,642.94,7250,3085,133,58.2,0,0,286
40147,7.498305,0,0.040481,0,0,0,0,0.022267747,0.003340162,1,3,898.16,81289,34775,945,74.7,0,1,253
42003,9.587809,1.049729,0.034374,17.57076,1.04E-05,0,0.000500062,0.003021211,0.001239738,32,90,95988.01,103009,49600,1974,52,0,0,242
44007,6.580043,0.225806,0.033133,28.57903,0,0,0.003627438,0.241829196,0.061666445,15,47,827.03,82082,42660,2760,0,0,2,40
