Fips_code,PM2.5 24hr 2012 99th Percentile,SO2 1-hour 2010,Ozone 1-hour 1979,NO2 1-hour,Coal_plants,Power_plants,Airports,Public_Schools,Private_Schools,Hospitals,Fuel_Stations,Land_area(mi^2),Population,Number_of_resident_workers,Number_of_business_establishments,Route_miles_of_freight_railroad,Route_miles_of_passenger_railroad_and_rail_transit,Total_Docks,Number_of_Bridges
49053,5.6,0,0.055,28.3,0,0,6,57,9,2,21,784.17,636235,245975,13523,149.9,96.4,0,266
49057,18.9,0,0.057,42.7,0,0,18,82,12,3,15,835.6,177556,58860,5076,0,0,0,177
53009,0,0.2,0.043,0,0,0,21,30,4,2,2,213.47,204390,82500,4530,158.8,64.9,1,168
53033,13.5,2.5,0.044,46.8,0,0,80,522,196,32,273,7.52,85141,35690,1810,0,0,1,7
54003,0,0,0.05,0,0,0,8,34,4,2,4,59.81,250873,100450,4765,115.4,0,0,550
54011,0,0,0.05,0,0,0,9,29,5,6,7,400.17,13957,5305,249,30.3,0,0,149
54025,0,0,0.057,0,0,0,5,16,3,1,2,636.21,7823,2655,115,0,0,0,108
54039,12,4.4,0.055,0,0,0,11,70,10,8,9,1819.26,28576,10800,482,28.8,0,0,190
54061,0,5,0.054,0,2,0,3,19,8,3,6,1871.31,26868,10795,447,30.2,7.5,0,63
54107,0,14,0.049,0,0,0,4,31,5,2,4,501.54,15065,5470,332,47.9,0,0,106
56001,0,0,0.057,0,0,0,9,19,0,1,1,1014.07,171907,85825,3627,66.4,0,0,264
56035,0,0,0.057,0,0,0,4,8,0,0,3,1399.35,8393,3995,275,105.2,0,0,161
56039,1.6,0,0.056,8,0,0,10,11,4,1,18,357.61,9831,5385,424,0,0,0,99
